route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
32-VIC,3771,11319024:10001386:11460058,Royal Oak Exch,18626,11460058,1
2-VIC,4450,11084956:10001485:11462701,James Bay - Fisherman's Wharf,39997,11462701,1
2-VIC,4405,11084956:10001485:11464820,James Bay - Fisherman's Wharf,39997,11464820,1
64-VIC,3771,11318502:10001495:11463426,East Sooke,19146,11463426,0
53-VIC,3771,11318733:10001668:11461812,Vic General via Atkins,40221,11461812,0
32-VIC,4459,11325005:10001756:11460530,Royal Oak Exch,18626,11460530,1
7N-VIC,4450,11086535:10001844:11460882,to Downtown only,21677,11460882,0
7N-VIC,4405,11086535:10001844:11461238,to Downtown only,21677,11461238,0
32-VIC,4459,11325074:10001881:11461852,Royal Oak Exch,18626,11461852,1
2-VIC,4406,11321357:10001909:11460827,James Bay - Fisherman's Wharf,36544,11460827,1
60-VIC,4405,11085830:10001985:11461618,Royal Bay Exch via Lagoon,18644,11461618,1
60-VIC,4450,11085830:10001985:11464301,Royal Bay Exch via Lagoon,18644,11464301,1
22-VIC,3771,11317760:10002015:11461978,to Downtown only,36467,11461978,0
21-VIC,4450,11086545:10002052:11462226,Downtown - to 7 UVic,23385,11462226,1
21-VIC,4405,11086545:10002052:11465056,Downtown - to 7 UVic,23385,11465056,1
53-VIC,4459,11325320:10002071:11464363,Vic General via Atkins,40221,11464363,0
32-VIC,4428,11333547:10002096:11460272,Royal Oak Exch,18626,11460272,1
60-VIC,3771,11318532:10002100:11462004,Royal Bay Exch via Lagoon,18644,11462004,1
22-VIC,4459,11325170:10002156:11462598,to Downtown only via Hastings,19316,11462598,1
2-VIC,4405,11084954:10002212:11461438,James Bay - Fisherman's Wharf,36544,11461438,1
2-VIC,4450,11084954:10002212:11463308,James Bay - Fisherman's Wharf,36544,11463308,1
2-VIC,3771,11319348:10002265:11462705,James Bay - Fisherman's Wharf,36544,11462705,1
21-VIC,4450,11086556:10002292:11461774,Downtown - to 7 UVic,23429,11461774,1
21-VIC,4405,11086556:10002292:11464497,Downtown - to 7 UVic,23429,11464497,1
10-VIC,4450,11085698:10002348:11460642,James Bay via Vic West,18701,11460642,1
10-VIC,4405,11085698:10002348:11465069,James Bay via Vic West,18701,11465069,1
2-VIC,3771,11319338:10002400:11462609,James Bay - Fisherman's Wharf,36544,11462609,1
21-VIC,4459,11325001:10002406:11463807,Downtown - to 7 UVic,23385,11463807,1
10-VIC,3771,11318440:10002444:11464762,James Bay via Vic West,18701,11464762,1
2-VIC,3771,11319326:10002523:11462636,James Bay - Fisherman's Wharf,36544,11462636,1
10-VIC,3771,11318452:10002526:11463111,James Bay via Vic West,18701,11463111,1
7N-VIC,3771,11317419:10002579:11461015,to Downtown only,21677,11461015,0
7N-VIC,4406,11322739:10002581:11464869,Downtown - to 21 Interurban,21550,11464869,0
2-VIC,4450,11084951:10002663:11459754,James Bay - Fisherman's Wharf,36544,11459754,1
2-VIC,4405,11084951:10002663:11463400,James Bay - Fisherman's Wharf,36544,11463400,1
21-VIC,3771,11317866:10002815:11461477,Downtown - to 7 UVic,23429,11461477,1
81-VIC,3771,11318233:10002818:11460356,Brentwood via Lochside,26378,11460356,1
21-VIC,4406,11322611:10002870:11460556,Downtown - to 7 UVic,23385,11460556,1
60-VIC,4405,11085802:10002944:11462858,Royal Bay Exch via Lagoon,18644,11462858,1
60-VIC,4450,11085802:10002944:11463446,Royal Bay Exch via Lagoon,18644,11463446,1
81-VIC,4428,11333323:10002981:11462922,Brentwood via Lochside,26378,11462922,1
21-VIC,4459,11325256:10003006:11461142,Downtown - to 7 UVic,23385,11461142,1
10-VIC,4459,11324956:10003061:11460088,to Vic West only,18668,11460088,1
32-VIC,3771,11319043:10003072:11460800,Royal Oak Exch,18626,11460800,1
7N-VIC,4405,11086516:10003112:11461939,Downtown - to 21 Interurban,21550,11461939,0
7N-VIC,4450,11086516:10003112:11464160,Downtown - to 21 Interurban,21550,11464160,0
39-VIC,3771,11317586:10003130:11462907,Interurban via Royal Oak,19291,11462907,1
81-VIC,4406,11322409:10003138:11461024,Brentwood via Lochside,26378,11461024,1
21-VIC,3771,11317452:10003175:11463410,Downtown - to 7 UVic,23429,11463410,1
39-VIC,3771,11317527:10003215:11464788,Interurban via Royal Oak,19291,11464788,1
60-VIC,3771,11318537:10003250:11463801,Royal Bay Exch via Lagoon,18644,11463801,1
31-VIC,4406,11321932:10003308:11460660,to Gorge only via Glanford,18734,11460660,1
53-VIC,4405,11086005:10003399:11459805,Vic General via Atkins,40221,11459805,0
53-VIC,4450,11086005:10003399:11459862,Vic General via Atkins,40221,11459862,0
22-VIC,4459,11325234:10003507:11462598,to Downtown only via Hastings,19316,11462598,1
21-VIC,4406,11322614:10003773:11464556,Downtown - to 7 UVic,23385,11464556,1
10-VIC,3771,11318449:10003813:11460877,James Bay via Vic West,18701,11460877,1
60-VIC,4459,11325397:10003836:11461148,Royal Bay Exch via Lagoon,18644,11461148,1
2-VIC,4459,11324083:10003871:11459647,James Bay - Fisherman's Wharf,36544,11459647,1
2-VIC,3771,11319287:10003913:11462705,James Bay - Fisherman's Wharf,36544,11462705,1
21-VIC,4406,11322567:10003945:11464297,Downtown - to 7 UVic,23385,11464297,1
81-VIC,3771,11318294:10003977:11460701,Brentwood via Lochside,26056,11460701,1
22-VIC,4459,11325223:10003985:11461142,to Downtown only via Hastings,19316,11461142,1
39-VIC,4450,11086717:10004069:11461780,Interurban via Royal Oak,19291,11461780,1
39-VIC,4405,11086717:10004069:11463376,Interurban via Royal Oak,19291,11463376,1
25-VIC,3771,11319013:10004075:11463326,to Downtown only,34788,11463326,0
60-VIC,3771,11318527:10004098:11461926,Royal Bay Exch via Lagoon,18644,11461926,1
2-VIC,4459,11324045:10004181:11464456,James Bay - Fisherman's Wharf,36544,11464456,1
2-VIC,4428,11332524:10004198:11460559,James Bay - Fisherman's Wharf,36544,11460559,1
10-VIC,4428,11333386:10004271:11463487,James Bay via Vic West,18701,11463487,1
60-VIC,4406,11322962:10004289:11460000,Royal Bay Exch via Lagoon,18644,11460000,1
32-VIC,4406,11322629:10004291:11464297,Royal Oak Exch,18626,11464297,1
60-VIC,4459,11325290:10004307:11461752,Royal Bay Exch via Lagoon,18644,11461752,1
32-VIC,4406,11322749:10004458:11460179,Royal Oak Exch,18626,11460179,1
21-VIC,4428,11333498:10004485:11460470,Downtown - to 7 UVic,23385,11460470,1
81-VIC,4428,11333333:10004685:11462590,Brentwood via Lochside,26378,11462590,1
21-VIC,3771,11317426:10004688:11463464,Downtown - to 7 UVic,23385,11463464,1
10-VIC,4405,11085724:10004701:11462270,James Bay via Vic West,18701,11462270,1
10-VIC,4450,11085724:10004701:11463721,James Bay via Vic West,18701,11463721,1
81-VIC,3771,11318252:10004742:11462234,Saanichton Exch via Lochside,19256,11462234,1
2-VIC,4459,11324011:10004764:11464456,James Bay - Fisherman's Wharf,36544,11464456,1
10-VIC,4428,11333410:10004768:11460030,to Vic West only,18668,11460030,1
2-VIC,4450,11084929:10004843:11460534,James Bay - Fisherman's Wharf,36544,11460534,1
2-VIC,4405,11084929:10004843:11462897,James Bay - Fisherman's Wharf,36544,11462897,1
10-VIC,4459,11324919:10004966:11460088,James Bay via Vic West,18701,11460088,1
21-VIC,3771,11317858:10004970:11461876,Downtown - to 7 UVic,23429,11461876,1
2-VIC,4406,11321323:10005010:11460234,James Bay - Fisherman's Wharf,36544,11460234,1
28-VIC,3771,11317280:10005015:11464798,to McKenzie only via Shelbourne,36384,11464798,1
2-VIC,4450,11085007:10005025:11459914,James Bay - Fisherman's Wharf,36544,11459914,1
2-VIC,4405,11085007:10005025:11464173,James Bay - Fisherman's Wharf,36544,11464173,1
39-VIC,3771,11317588:10005073:11463592,Interurban via Royal Oak,19291,11463592,1
52-VIC,4406,11322681:10005083:11464575,Langford Exch via Royal Bay,39925,11464575,1
60-VIC,4406,11322968:10005122:11463235,Royal Bay Exch via Lagoon,18644,11463235,1
27-VIC,4406,11321280:10005132:11460827,to Hillside only via Shelbourne,34505,11460827,1
53-VIC,3771,11318728:10005193:11462004,Vic General via Atkins,39974,11462004,0
81-VIC,4406,11322418:10005234:11461024,Brentwood via Lochside,26378,11461024,1
60-VIC,4428,11333854:10005285:11461479,Royal Bay Exch via Lagoon,18644,11461479,1
21-VIC,4406,11322650:10005286:11461773,Downtown - to 7 UVic,23385,11461773,1
2-VIC,4450,11084922:10005465:11461660,James Bay - Fisherman's Wharf,36544,11461660,1
2-VIC,4405,11084922:10005465:11464545,James Bay - Fisherman's Wharf,36544,11464545,1
2-VIC,4428,11332506:10005476:11462577,James Bay - Fisherman's Wharf,36544,11462577,1
21-VIC,4428,11333722:10005592:11461345,Downtown - to 7 UVic,23385,11461345,1
21-VIC,4459,11325067:10005682:11459722,Downtown - to 7 UVic,23385,11459722,1
2-VIC,4406,11321388:10005963:11464383,James Bay - Fisherman's Wharf,36544,11464383,1
10-VIC,4428,11333428:10005985:11461258,James Bay via Vic West,18701,11461258,1
32-VIC,4428,11333491:10006024:11460470,Royal Oak Exch,18626,11460470,1
21-VIC,4459,11325113:10006165:11461852,Downtown - to 7 UVic,23385,11461852,1
2-VIC,4450,11084936:10006194:11459914,James Bay - Fisherman's Wharf,36544,11459914,1
2-VIC,4405,11084936:10006194:11464173,James Bay - Fisherman's Wharf,36544,11464173,1
81-VIC,4459,11324882:10006313:11460602,Brentwood via Lochside,26378,11460602,1
7N-VIC,3771,11317417:10006321:11464040,to Downtown only,21677,11464040,0
10-VIC,4450,11085723:10006368:11463108,James Bay via Vic West,18701,11463108,1
10-VIC,4405,11085723:10006368:11464982,James Bay via Vic West,18701,11464982,1
64-VIC,3771,11318500:10006394:11463405,East Sooke,19172,11463405,0
7N-VIC,4459,11325238:10006435:11463378,Downtown - to 21 Interurban,21550,11463378,0
53-VIC,4428,11333862:10006512:11464689,Vic General via Atkins,40221,11464689,0
21-VIC,4428,11333664:10006531:11460495,Downtown - to 7 UVic,23385,11460495,1
21-VIC,3771,11317441:10006557:11462681,Downtown - to 7 UVic,23429,11462681,1
10-VIC,4406,11322792:10006606:11463126,James Bay via Vic West,18701,11463126,1
7N-VIC,3771,11317396:10006625:11464409,Downtown - to 21 Interurban,21550,11464409,0
21-VIC,3771,11317682:10006662:11464040,Downtown - to 7 UVic,23429,11464040,1
10-VIC,3771,11318473:10006724:11459566,James Bay via Vic West,18701,11459566,1
32-VIC,4405,11084676:10006794:11460684,Royal Oak Exch,18626,11460684,1
32-VIC,4450,11084676:10006794:11462283,Royal Oak Exch,18626,11462283,1
32-VIC,4450,11084671:10006898:11463885,Royal Oak Exch,18626,11463885,1
32-VIC,4405,11084671:10006898:11463960,Royal Oak Exch,18626,11463960,1
21-VIC,4405,11086569:10006995:11461939,Downtown - to 7 UVic,23429,11461939,1
21-VIC,4450,11086569:10006995:11464160,Downtown - to 7 UVic,23429,11464160,1
2-VIC,4428,11332495:10007253:11462577,James Bay - Fisherman's Wharf,36544,11462577,1
2-VIC,4428,11332529:10007442:11460559,James Bay - Fisherman's Wharf,36544,11460559,1
21-VIC,4428,11333717:10007465:11462428,Downtown - to 7 UVic,23385,11462428,1
21-VIC,4405,11086571:10007473:11461045,Downtown - to 7 UVic,23429,11461045,1
21-VIC,4450,11086571:10007473:11463905,Downtown - to 7 UVic,23429,11463905,1
2-VIC,4450,11084906:10007525:11461660,James Bay - Fisherman's Wharf,36544,11461660,1
2-VIC,4405,11084906:10007525:11464545,James Bay - Fisherman's Wharf,36544,11464545,1
10-VIC,4450,11085734:10007543:11460642,James Bay via Vic West,18701,11460642,1
10-VIC,4405,11085734:10007543:11465069,James Bay via Vic West,18701,11465069,1
21-VIC,4450,11086551:10007573:11459869,Downtown - to 7 UVic,23429,11459869,1
21-VIC,4405,11086551:10007573:11464699,Downtown - to 7 UVic,23429,11464699,1
2-VIC,4459,11324073:10007591:11461009,James Bay - Fisherman's Wharf,36544,11461009,1
2-VIC,4428,11332467:10007672:11464739,James Bay - Fisherman's Wharf,19106,11464739,1
21-VIC,4428,11333514:10007687:11462213,Downtown - to 7 UVic,23385,11462213,1
21-VIC,4406,11322444:10007766:11464078,Downtown - to 7 UVic,23385,11464078,1
2-VIC,4406,11321408:10007781:11460827,James Bay - Fisherman's Wharf,19554,11460827,1
27-VIC,3771,11317246:10007879:11459885,to McKenzie only via Shelbourne,19182,11459885,1
2-VIC,4459,11324087:10007913:11461009,James Bay - Fisherman's Wharf,36312,11461009,1
81-VIC,4459,11324869:10007931:11463160,Brentwood via Lochside,26378,11463160,1
2-VIC,4428,11332536:10007980:11460559,James Bay - Fisherman's Wharf,36544,11460559,1
81-VIC,4450,11085481:10008057:11460032,Brentwood via Lochside,26378,11460032,1
81-VIC,4405,11085481:10008057:11462929,Brentwood via Lochside,26378,11462929,1
22-VIC,4428,11333677:10008155:11464459,to Downtown only via Hastings,19316,11464459,1
21-VIC,4450,11086824:10008182:11459684,Downtown - to 7 UVic,23429,11459684,1
21-VIC,4405,11086824:10008182:11459810,Downtown - to 7 UVic,23429,11459810,1
81-VIC,4428,11333332:10008475:11462590,Brentwood via Lochside,26378,11462590,1
52-VIC,4450,11085623:10008502:11464256,Colwood Exch via Royal Bay,40296,11464256,0
22-VIC,4450,11086932:10008639:11464304,to Downtown only via Hastings,19316,11464304,1
22-VIC,4405,11086932:10008639:11464479,to Downtown only via Hastings,19316,11464479,1
21-VIC,3771,11317424:10008705:11461015,Downtown - to 7 UVic,23385,11461015,1
2-VIC,4428,11332530:10008730:11460559,James Bay - Fisherman's Wharf,36544,11460559,1
2-VIC,4428,11332516:10008735:11460559,James Bay - Fisherman's Wharf,36544,11460559,1
21-VIC,4428,11333657:10008786:11460495,Downtown - to 7 UVic,23385,11460495,1
21-VIC,4450,11086553:10008789:11460882,Downtown - to 7 UVic,23429,11460882,1
21-VIC,4405,11086553:10008789:11461238,Downtown - to 7 UVic,23429,11461238,1
10-VIC,4459,11324949:10008922:11462357,James Bay via Vic West,18701,11462357,1
10-VIC,4450,11085735:10008942:11460642,James Bay via Vic West,18701,11460642,1
10-VIC,4405,11085735:10008942:11465069,James Bay via Vic West,18701,11465069,1
2-VIC,3771,11319335:10008971:11462609,James Bay - Fisherman's Wharf,36544,11462609,1
21-VIC,3771,11317448:10009039:11461876,Downtown - to 7 UVic,23429,11461876,1
2-VIC,4428,11332461:10009068:11461980,James Bay - Fisherman's Wharf,19106,11461980,1
21-VIC,4406,11322662:10009319:11460233,Downtown - to 7 UVic,23385,11460233,1
60-VIC,4406,11322975:10009327:11460000,Royal Bay Exch via Lagoon,18644,11460000,1
7N-VIC,4459,11325244:10009509:11463567,Downtown - to 21 Interurban,21550,11463567,0
2-VIC,4428,11332470:10009542:11461980,James Bay - Fisherman's Wharf,36544,11461980,1
21-VIC,4428,11333710:10009581:11464562,Downtown - to 7 UVic,23385,11464562,1
21-VIC,4450,11087023:10009689:11460277,Downtown - to 7 UVic,23429,11460277,1
21-VIC,4405,11087023:10009689:11462576,Downtown - to 7 UVic,23429,11462576,1
53-VIC,4405,11086009:10009726:11462838,Vic General via Atkins,40221,11462838,0
53-VIC,4450,11086009:10009726:11462969,Vic General via Atkins,40221,11462969,0
21-VIC,4459,11325258:10009787:11464354,Downtown - to 7 UVic,23385,11464354,1
60-VIC,4405,11085834:10009808:11461618,Royal Bay Exch via Lagoon,18644,11461618,1
60-VIC,4450,11085834:10009808:11464301,Royal Bay Exch via Lagoon,18644,11464301,1
32-VIC,4450,11084680:10009893:11462368,Royal Oak Exch,18626,11462368,1
32-VIC,4405,11084680:10009893:11462689,Royal Oak Exch,18626,11462689,1
10-VIC,4428,11333402:10009934:11462788,James Bay via Vic West,18701,11462788,1
2-VIC,4406,11321336:10010054:11463857,James Bay - Fisherman's Wharf,36544,11463857,1
28-VIC,3771,11317264:10010085:11465071,to Hillside only via Shelbourne,36530,11465071,1
2-VIC,3771,11319319:10010096:11462609,James Bay - Fisherman's Wharf,36544,11462609,1
2-VIC,4406,11321368:10010097:11462328,James Bay - Fisherman's Wharf,36544,11462328,1
10-VIC,4406,11322827:10010150:11464840,James Bay via Vic West,18701,11464840,1
10-VIC,4428,11333382:10010156:11462023,James Bay via Vic West,18701,11462023,1
22-VIC,3771,11317793:10010186:11461535,to Downtown only via Hastings,19316,11461535,1
21-VIC,4459,11325231:10010239:11463378,Downtown - to 7 UVic,23385,11463378,1
53-VIC,4406,11322863:10010314:11462248,Vic General via Atkins,39974,11462248,0
10-VIC,4406,11322825:10010391:11462163,James Bay via Vic West,18701,11462163,1
10-VIC,3771,11318472:10010441:11462249,James Bay via Vic West,18701,11462249,1
10-VIC,4428,11333373:10010509:11460030,James Bay via Vic West,18701,11460030,1
21-VIC,4428,11333521:10010608:11460470,Downtown - to 7 UVic,23385,11460470,1
2-VIC,4450,11084935:10010648:11459914,James Bay - Fisherman's Wharf,36544,11459914,1
2-VIC,4405,11084935:10010648:11464173,James Bay - Fisherman's Wharf,36544,11464173,1
2-VIC,3771,11319312:10010676:11462522,James Bay - Fisherman's Wharf,19106,11462522,1
25-VIC,4450,11084652:10010816:11460572,to Downtown only,34788,11460572,0
25-VIC,4405,11084652:10010816:11462803,to Downtown only,34788,11462803,0
21-VIC,3771,11317690:10010849:11460810,Downtown - to 7 UVic,23429,11460810,1
70X-VIC,4405,11087549:10010892:11464236,Express to Gorge only,26144,11464236,1
70X-VIC,4450,11087549:10010892:11464571,Express to Gorge only,26144,11464571,1
21-VIC,3771,11317444:10010901:11464409,Downtown - to 7 UVic,23429,11464409,1
21-VIC,4405,11086541:10011015:11460160,Downtown - to 7 UVic,23385,11460160,1
21-VIC,4450,11086541:10011015:11462278,Downtown - to 7 UVic,23385,11462278,1
2-VIC,4406,11321313:10011043:11460234,James Bay - Fisherman's Wharf,19106,11460234,1
21-VIC,4405,11086554:10011164:11464107,Downtown - to 7 UVic,23385,11464107,1
21-VIC,4450,11086554:10011164:11464979,Downtown - to 7 UVic,23385,11464979,1
10-VIC,4405,11085671:10011189:11460607,James Bay via Vic West,18701,11460607,1
10-VIC,4450,11085671:10011189:11462320,James Bay via Vic West,18701,11462320,1
2-VIC,3771,11319311:10011190:11465071,James Bay - Fisherman's Wharf,36544,11465071,1
32-VIC,4428,11333633:10011199:11463645,Royal Oak Exch,18626,11463645,1
2-VIC,3771,11319352:10011258:11462705,James Bay - Fisherman's Wharf,36544,11462705,1
2-VIC,3771,11319347:10011272:11462579,James Bay - Fisherman's Wharf,36544,11462579,1
21-VIC,4406,11322683:10011289:11460979,Downtown - to 7 UVic,23385,11460979,1
32-VIC,4405,11084654:10011303:11464107,Royal Oak Exch,18626,11464107,1
32-VIC,4450,11084654:10011303:11464979,Royal Oak Exch,18626,11464979,1
60-VIC,4406,11322987:10011377:11462248,Royal Bay Exch via Lagoon,18644,11462248,1
2-VIC,4450,11084977:10011455:11460945,James Bay - Fisherman's Wharf,36544,11460945,1
2-VIC,4405,11084977:10011455:11461867,James Bay - Fisherman's Wharf,36544,11461867,1
53-VIC,4459,11325408:10011468:11464786,Vic General via Atkins,40221,11464786,0
81-VIC,3771,11318189:10011472:11463926,Saanichton Exch via Lochside,19256,11463926,1
60-VIC,4428,11333747:10011586:11463263,Royal Bay Exch via Lagoon,18644,11463263,1
32-VIC,4406,11322717:10011803:11459588,Royal Oak Exch,18626,11459588,1
81-VIC,4405,11085509:10012083:11460587,Brentwood via Lochside,26378,11460587,1
81-VIC,4450,11085509:10012083:11464812,Brentwood via Lochside,26378,11464812,1
10-VIC,4459,11324924:10012095:11460453,James Bay via Vic West,18701,11460453,1
53-VIC,4428,11333759:10012152:11461452,Vic General via Atkins,39974,11461452,0
81-VIC,3771,11318223:10012238:11464294,Brentwood via Lochside,26378,11464294,1
21-VIC,3771,11317686:10012300:11464040,Downtown - to 7 UVic,23429,11464040,1
21-VIC,4428,11333551:10012314:11464001,Downtown - to 7 UVic,23385,11464001,1
39-VIC,4450,11086701:10012399:11463683,Interurban via Royal Oak,19291,11463683,1
39-VIC,4405,11086701:10012399:11465124,Interurban via Royal Oak,19291,11465124,1
60-VIC,4428,11333744:10012436:11460709,Royal Bay Exch via Lagoon,18644,11460709,1
21-VIC,4406,11322740:10012480:11461773,Downtown - to 7 UVic,23385,11461773,1
2-VIC,4450,11084958:10012500:11460945,James Bay - Fisherman's Wharf,36544,11460945,1
2-VIC,4405,11084958:10012500:11461867,James Bay - Fisherman's Wharf,36544,11461867,1
21-VIC,4406,11322572:10012515:11459588,Downtown - to 7 UVic,23385,11459588,1
32-VIC,4428,11333528:10012526:11464001,Royal Oak Exch,18626,11464001,1
21-VIC,4428,11333697:10012674:11460495,Downtown - to 7 UVic,23385,11460495,1
21-VIC,4459,11325085:10012693:11463378,Downtown - to 7 UVic,23385,11463378,1
7N-VIC,4450,11086536:10012698:11460882,to Downtown only,21677,11460882,0
7N-VIC,4405,11086536:10012698:11461238,to Downtown only,21677,11461238,0
2-VIC,4450,11084949:10012796:11459754,James Bay - Fisherman's Wharf,36544,11459754,1
2-VIC,4405,11084949:10012796:11463400,James Bay - Fisherman's Wharf,36544,11463400,1
32-VIC,4405,11084667:10012835:11462834,Royal Oak Exch,18626,11462834,1
32-VIC,4450,11084667:10012835:11463053,Royal Oak Exch,18626,11463053,1
21-VIC,4428,11333447:10012871:11462213,Downtown - to 7 UVic,23385,11462213,1
2-VIC,3771,11319261:10012880:11464044,James Bay - Fisherman's Wharf,36544,11464044,1
60-VIC,4450,11085810:10012926:11460263,Royal Bay Exch via Lagoon,18644,11460263,1
60-VIC,4405,11085810:10012926:11461658,Royal Bay Exch via Lagoon,18644,11461658,1
10-VIC,4406,11322815:10013077:11464105,James Bay via Vic West,18701,11464105,1
2-VIC,4450,11084939:10013311:11459914,James Bay - Fisherman's Wharf,36544,11459914,1
2-VIC,4405,11084939:10013311:11464173,James Bay - Fisherman's Wharf,36544,11464173,1
60-VIC,3771,11318530:10013326:11459784,Royal Bay Exch via Lagoon,18644,11459784,1
7N-VIC,3771,11317418:10013464:11464040,to Downtown only,21677,11464040,0
81-VIC,4405,11085508:10013579:11460587,Brentwood via Lochside,26378,11460587,1
81-VIC,4450,11085508:10013579:11464812,Brentwood via Lochside,26378,11464812,1
21-VIC,4428,11333478:10013617:11465058,Downtown - to 7 UVic,23385,11465058,1
32-VIC,3771,11319023:10013625:11460058,Royal Oak Exch,18626,11460058,1
83-VIC,4405,11085571:10013761:11462347,Royal Oak Exch via West Saanich,23456,11462347,1
83-VIC,4450,11085571:10013761:11462844,Royal Oak Exch via West Saanich,23456,11462844,1
2-VIC,4459,11324007:10013818:11462138,James Bay - Fisherman's Wharf,19106,11462138,1
10-VIC,4428,11333361:10013960:11460030,James Bay via Vic West,18701,11460030,1
7N-VIC,4459,11325277:10013992:11463378,to Downtown only,21677,11463378,0
32-VIC,4450,11084677:10014096:11459904,Royal Oak Exch,18626,11459904,1
32-VIC,4405,11084677:10014096:11460652,Royal Oak Exch,18626,11460652,1
81-VIC,4406,11322399:10014103:11463929,Brentwood via Lochside,26378,11463929,1
53-VIC,4428,11333774:10014110:11462566,Vic General via Atkins,40221,11462566,0
10-VIC,4428,11333383:10014189:11461738,James Bay via Vic West,18701,11461738,1
7N-VIC,3771,11317398:10014215:11463464,Downtown - to 21 Interurban,21550,11463464,0
10-VIC,3771,11318443:10014283:11463111,James Bay via Vic West,18701,11463111,1
32-VIC,4459,11325090:10014320:11463080,Royal Oak Exch,18626,11463080,1
27-VIC,4428,11332440:10014372:11461372,to Hillside only via Shelbourne,34505,11461372,1
21-VIC,3771,11317430:10014381:11460810,Downtown - to 7 UVic,23385,11460810,1
21-VIC,4450,11086817:10014484:11459869,Downtown - to 7 UVic,23429,11459869,1
21-VIC,4405,11086817:10014484:11464699,Downtown - to 7 UVic,23429,11464699,1
60-VIC,4405,11085803:10014606:11462858,Royal Bay Exch via Lagoon,18644,11462858,1
60-VIC,4450,11085803:10014606:11463446,Royal Bay Exch via Lagoon,18644,11463446,1
10-VIC,4406,11322833:10014641:11462163,James Bay via Vic West,19550,11462163,1
60-VIC,3771,11318540:10014662:11460924,Royal Bay Exch via Lagoon,18644,11460924,1
10-VIC,4406,11322794:10014678:11463126,James Bay via Vic West,18701,11463126,1
60-VIC,3771,11318517:10014731:11464547,Royal Bay Exch via Lagoon,18644,11464547,1
21-VIC,4450,11086819:10014908:11460052,Downtown - to 7 UVic,23429,11460052,1
21-VIC,4405,11086819:10014908:11463631,Downtown - to 7 UVic,23429,11463631,1
53-VIC,3771,11318723:10015049:11461812,Vic General via Atkins,40221,11461812,0
